Generation, BPA-R, BPA-S, BPA-T, BPA-P, SD-R, SD-S, SD-T, SD-P, AA-R, AA-S, AA-T, AA-P, ABPA-R, ABPA-S, ABPA-T, ABPA-P,Total Score
77001,0.023066, 0.062624, 0.120406, 0.002000,0.076066,0.075399,0.059833,0.018002,0.086654,0.080543,0.055968,0.009880,0.070555,0.149308,0.094625,0.008686,28449638
77501,0.122123, 0.046366, 0.002000, 0.011639,0.079612,0.092422,0.053722,0.017212,0.143153,0.082238,0.048482,0.007388,0.108562,0.041525,0.036489,0.008946,28446052
78001,0.143129, 0.038900, 0.234227, 0.087447,0.057179,0.065060,0.086607,0.031446,0.066654,0.075552,0.090016,0.026985,0.109591,0.053662,0.139143,0.044908,28414559
78501,0.011288, 0.136659, 0.002000, 0.002000,0.106100,0.055178,0.062194,0.018219,0.117542,0.092935,0.059740,0.011282,0.128673,0.068413,0.068939,0.007177,28399531
79001,0.002000, 0.002000, 0.002000, 0.091370,0.064672,0.047089,0.052278,0.029986,0.063113,0.054455,0.053488,0.019018,0.011690,0.013445,0.012181,0.052490,28401067
79501,0.120629, 0.002000, 0.028863, 0.002000,0.090295,0.093220,0.089620,0.023685,0.106745,0.096920,0.085280,0.011304,0.079931,0.034184,0.064713,0.002000,28451739
80001,0.158719, 0.070160, 0.167059, 0.002000,0.085381,0.068700,0.082526,0.023083,0.125797,0.067933,0.135961,0.012870,0.102147,0.083277,0.129299,0.002000,28455509
80501,0.002000, 0.173676, 0.008187, 0.002000,0.077729,0.066589,0.041608,0.021546,0.075876,0.070089,0.035926,0.010045,0.002000,0.115572,0.016017,0.002000,28400937
81001,0.002000, 0.198247, 0.015245, 0.002000,0.115617,0.071416,0.089836,0.026270,0.136667,0.134554,0.108620,0.014122,0.056622,0.130580,0.151966,0.002000,28438046
81501,0.045172, 0.284303, 0.002000, 0.001515,0.067190,0.083547,0.062019,0.016183,0.079902,0.106472,0.078304,0.005936,0.023623,0.122995,0.013287,0.001838,28377922
82001,0.046418, 0.148610, 0.002000, 0.002000,0.076500,0.075692,0.062719,0.018730,0.107139,0.107849,0.063600,0.008641,0.116615,0.129509,0.077931,0.002000,28448295
82501,0.002000, 0.002000, 0.002000, 0.002000,0.060866,0.065274,0.071605,0.024710,0.062520,0.074856,0.079043,0.015823,0.002000,0.085088,0.133332,0.002000,28381834
83001,0.172611, 0.069184, 0.187037, 0.002000,0.101975,0.059215,0.076023,0.020647,0.145965,0.052152,0.104142,0.009894,0.068907,0.034253,0.127523,0.002000,28548708
83501,0.235656, 0.002000, 0.030989, 0.002000,0.081245,0.072941,0.055830,0.023069,0.159121,0.087496,0.060634,0.010378,0.174147,0.060384,0.021318,0.001773,28458037
84001,0.130426, 0.002000, 0.002000, 0.002000,0.072977,0.071344,0.074696,0.018198,0.077080,0.070534,0.082028,0.009410,0.048187,0.002000,0.029475,0.032135,28438971
84501,0.040818, 0.002000, 0.040519, 0.002000,0.061979,0.046952,0.057381,0.014006,0.083735,0.051042,0.052290,0.008874,0.110896,0.046684,0.051630,0.002000,28398425
85001,0.089605, 0.024761, 0.119547, 0.009155,0.075799,0.045859,0.066533,0.018392,0.093828,0.042360,0.078397,0.009234,0.070907,0.078020,0.047073,0.027631,28465428
85501,0.076861, 0.002000, 0.069451, 0.002000,0.081561,0.083272,0.062661,0.017643,0.116259,0.089713,0.066404,0.008862,0.100150,0.037729,0.126661,0.002000,28339332
86001,0.012985, 0.067569, 0.013082, 0.033177,0.065303,0.066934,0.073224,0.028275,0.119489,0.081218,0.070280,0.017413,0.048907,0.053769,0.005694,0.018631,28404152
86501,0.002000, 0.129575, 0.002000, 0.002000,0.077093,0.077762,0.084651,0.024816,0.094167,0.077069,0.091673,0.011637,0.050735,0.044525,0.041312,0.023157,28433047
87001,0.053321, 0.256815, 0.107045, 0.002000,0.077848,0.082332,0.059600,0.023918,0.109986,0.126625,0.085466,0.015458,0.098375,0.176561,0.089282,0.028203,28515669
87501,0.145763, 0.112132, 0.134307, 0.002000,0.072932,0.075041,0.056472,0.032564,0.077152,0.093622,0.056825,0.015804,0.070639,0.114122,0.086192,0.002000,28479649
88001,0.074965, 0.101210, 0.170779, 0.008445,0.074684,0.066764,0.058335,0.028737,0.092354,0.066196,0.072145,0.018929,0.078694,0.064272,0.065685,0.004148,28486609
88501,0.231866, 0.025659, 0.002000, 0.002000,0.075467,0.070447,0.064226,0.033804,0.169909,0.092897,0.052850,0.019299,0.164324,0.088432,0.026459,0.002687,28423829
89001,0.104564, 0.002000, 0.141869, 0.014691,0.068196,0.059445,0.096924,0.028456,0.097360,0.050264,0.081773,0.014963,0.118397,0.032518,0.092791,0.006230,28421605
89501,0.002000, 0.050578, 0.142174, 0.002000,0.047531,0.075888,0.081956,0.025645,0.035526,0.054539,0.078182,0.016915,0.041531,0.084789,0.087566,0.007255,28370559
90001,0.118855, 0.112981, 0.099233, 0.093790,0.062881,0.076484,0.074542,0.030209,0.068393,0.078595,0.086334,0.013977,0.091443,0.039758,0.057275,0.032597,28474738
90501,0.111306, 0.131966, 0.001201, 0.002000,0.079280,0.060095,0.061753,0.020678,0.101909,0.064404,0.078809,0.008127,0.146021,0.072750,0.062552,0.002000,28435357
91001,0.076980, 0.142679, 0.044696, 0.002000,0.089001,0.070609,0.077046,0.020157,0.109015,0.071485,0.123694,0.008330,0.030564,0.052553,0.035019,0.002000,28415434
91501,0.132738, 0.150215, 0.069515, 0.002000,0.105930,0.073196,0.078902,0.018266,0.127829,0.091745,0.144801,0.008801,0.148722,0.164176,0.093081,0.002000,28511026
92001,0.041841, 0.002000, 0.119890, 0.002000,0.072337,0.055017,0.074942,0.027248,0.078655,0.050027,0.117943,0.017913,0.017314,0.028711,0.129922,0.009963,28432007
92501,0.134065, 0.007549, 0.044169, 0.012480,0.076445,0.054191,0.065866,0.032777,0.129379,0.066735,0.074713,0.016596,0.106503,0.087364,0.123515,0.011889,28393945
93001,0.128187, 0.002000, 0.188581, 0.002000,0.061581,0.061805,0.095310,0.023958,0.063066,0.063715,0.115363,0.013205,0.059950,0.003483,0.093317,0.001923,28407214
93501,0.181821, 0.055783, 0.110589, 0.002000,0.102821,0.077289,0.066824,0.027087,0.171079,0.092425,0.086539,0.017821,0.127640,0.086852,0.082865,0.003066,28422112
94001,0.114172, 0.247004, 0.084088, 0.002000,0.071322,0.069687,0.064673,0.017346,0.068490,0.061840,0.085999,0.008392,0.148953,0.107078,0.029363,0.002000,28425829
94501,0.002000, 0.097671, 0.002000, 0.025740,0.065850,0.065143,0.068864,0.026418,0.056954,0.071141,0.049506,0.012027,0.031381,0.091707,0.002036,0.009913,28474987
95001,0.125819, 0.002000, 0.209136, 0.002000,0.074421,0.057483,0.081679,0.028187,0.083014,0.056029,0.084818,0.017139,0.136122,0.070298,0.122185,0.022344,28401190
95501,0.002000, 0.002000, 0.133817, 0.002000,0.064347,0.054467,0.051761,0.027218,0.089636,0.078807,0.071250,0.015736,0.101974,0.084314,0.084354,0.043613,28425091
96001,0.257658, 0.002000, 0.002000, 0.002000,0.101057,0.062920,0.071922,0.024141,0.119469,0.044787,0.062775,0.013606,0.119297,0.002000,0.030994,0.002000,28418384
96501,0.128117, 0.117166, 0.061974, 0.027534,0.051363,0.069261,0.055012,0.026474,0.059658,0.079069,0.052099,0.015107,0.063266,0.093013,0.027638,0.010511,28415943
97001,0.226912, 0.002000, 0.006760, 0.059034,0.075378,0.082622,0.040360,0.023087,0.098176,0.057134,0.051034,0.010854,0.139800,0.011472,0.055823,0.021011,28385745
97501,0.002000, 0.182952, 0.086838, 0.002000,0.055352,0.077446,0.070751,0.029776,0.052203,0.126574,0.096168,0.018358,0.043824,0.176758,0.097065,0.002000,28388509
98001,0.086508, 0.020055, 0.002000, 0.002000,0.090491,0.061924,0.037596,0.011753,0.109299,0.054707,0.029305,0.007360,0.079093,0.075482,0.033128,0.002000,28529347
98501,0.108827, 0.199605, 0.151192, 0.002000,0.104259,0.073219,0.070765,0.021422,0.183375,0.070151,0.060204,0.008661,0.115331,0.146191,0.051731,0.002000,28508771
99001,0.163163, 0.072708, 0.007604, 0.005192,0.069429,0.070746,0.053558,0.024445,0.070369,0.110138,0.062570,0.015352,0.087988,0.048095,0.008894,0.030660,28503834
99501,0.002000, 0.002000, 0.010632, 0.002000,0.075144,0.063082,0.053348,0.027686,0.062521,0.083305,0.048232,0.018709,0.079271,0.125916,0.031405,0.002000,28365620
100001,0.316325, 0.103292, 0.063726, 0.002000,0.109294,0.069513,0.063378,0.031017,0.172470,0.110660,0.060754,0.020384,0.201575,0.133084,0.031351,0.002000,28421961
100501,0.166449, 0.057037, 0.042769, 0.002000,0.087238,0.071144,0.062112,0.020163,0.143231,0.070274,0.075640,0.009298,0.143213,0.090949,0.021904,0.002000,28480061
101001,0.116240, 0.092198, 0.029173, 0.002000,0.075342,0.064081,0.085048,0.020276,0.112955,0.081503,0.122961,0.010564,0.135540,0.058326,0.149275,0.030469,28458569
101501,0.009629, 0.162867, 0.002000, 0.002000,0.059160,0.067453,0.059979,0.031146,0.048192,0.088650,0.079802,0.026289,0.015837,0.109683,0.032604,0.013670,28495679
102001,0.113652, 0.062653, 0.001515, 0.004359,0.057850,0.049583,0.076616,0.019277,0.078747,0.052349,0.079143,0.009668,0.062689,0.041756,0.001838,0.002786,28385063
102501,0.074097, 0.203599, 0.124377, 0.008834,0.075631,0.067998,0.077506,0.023651,0.072108,0.074695,0.077741,0.014591,0.063552,0.085802,0.082846,0.004278,28485768
103001,0.031916, 0.123161, 0.079481, 0.002000,0.044359,0.052256,0.072208,0.028791,0.043341,0.062180,0.084864,0.020481,0.011972,0.059840,0.083570,0.016364,28392143
103501,0.096360, 0.072376, 0.002000, 0.125381,0.090375,0.065138,0.071214,0.034362,0.165957,0.083814,0.064292,0.026615,0.169662,0.033858,0.029766,0.066564,28469162
104001,0.102237, 0.019409, 0.002000, 0.002000,0.069274,0.054467,0.084860,0.021841,0.066757,0.047917,0.082034,0.014080,0.078578,0.045084,0.009082,0.002000,28450887
104501,0.001380, 0.116778, 0.077286, 0.002000,0.079486,0.067930,0.043975,0.018907,0.074187,0.065158,0.045319,0.008895,0.001793,0.095154,0.049685,0.002000,28402569
105001,0.002000, 0.054256, 0.152755, 0.029112,0.071233,0.083434,0.079134,0.022732,0.086841,0.116377,0.103131,0.014895,0.067710,0.142028,0.066831,0.011119,28411085
105501,0.091721, 0.002000, 0.247903, 0.002000,0.040831,0.069063,0.057433,0.020027,0.047010,0.081776,0.050110,0.009033,0.057099,0.024902,0.111011,0.002000,28406796
106001,0.002000, 0.080215, 0.002000, 0.099420,0.081421,0.077118,0.071579,0.029796,0.080963,0.119828,0.070400,0.019173,0.091117,0.181632,0.116998,0.066312,28448019
106501,0.078920, 0.099892, 0.150076, 0.002000,0.084096,0.087619,0.077003,0.030058,0.157842,0.094922,0.088039,0.017809,0.152521,0.152864,0.134498,0.002000,28492805
107001,0.161077, 0.004590, 0.093991, 0.002000,0.064873,0.064678,0.055939,0.029030,0.077567,0.067575,0.058369,0.013619,0.076533,0.080557,0.049876,0.002000,28310411
107501,0.112919, 0.151649, 0.002000, 0.002806,0.055628,0.054601,0.065569,0.033135,0.081658,0.075034,0.098404,0.020827,0.102778,0.090383,0.044258,0.036198,28549600
108001,0.189621, 0.002000, 0.211065, 0.002000,0.074549,0.075386,0.078153,0.019852,0.108964,0.070378,0.098923,0.011082,0.193566,0.080230,0.181705,0.002000,28433079
108501,0.002000, 0.170536, 0.145605, 0.012830,0.076037,0.069109,0.057803,0.021574,0.077667,0.091754,0.089061,0.015859,0.039718,0.153857,0.139120,0.010482,28466162
109001,0.002000, 0.047963, 0.002000, 0.013542,0.060615,0.065672,0.076021,0.017501,0.070832,0.071914,0.083893,0.008279,0.052033,0.051435,0.089565,0.005847,28437479
109501,0.133971, 0.024578, 0.104063, 0.008045,0.056332,0.065052,0.069809,0.018934,0.048873,0.060496,0.053902,0.008797,0.055244,0.056684,0.047492,0.004015,28504728
110001,0.041316, 0.183182, 0.065181, 0.002000,0.077044,0.058082,0.065959,0.023239,0.073459,0.068965,0.071500,0.011374,0.062869,0.070300,0.043066,0.034770,28478056
110501,0.002000, 0.002000, 0.084556, 0.002000,0.106647,0.070313,0.078414,0.012650,0.187207,0.061022,0.069683,0.009047,0.128263,0.014246,0.057415,0.002000,28444356
111001,0.179538, 0.002000, 0.004981, 0.002000,0.058539,0.052869,0.078741,0.020581,0.072573,0.048478,0.083949,0.010770,0.149101,0.018106,0.124474,0.002000,28456590
111501,0.078766, 0.059868, 0.063367, 0.002000,0.074658,0.060121,0.077422,0.023634,0.104121,0.066518,0.086118,0.013988,0.108704,0.073492,0.167943,0.002000,28449715
112001,0.077864, 0.002000, 0.062519, 0.002000,0.064120,0.069438,0.062958,0.018650,0.072216,0.081502,0.064305,0.008920,0.027288,0.061143,0.053704,0.002000,28424708
112501,0.124953, 0.002000, 0.029316, 0.005550,0.064058,0.088027,0.073546,0.028803,0.094054,0.108502,0.082365,0.015637,0.105680,0.153298,0.012563,0.003183,28441960
113001,0.002000, 0.002000, 0.018901, 0.002000,0.087157,0.057343,0.070410,0.027584,0.084377,0.061478,0.079959,0.013128,0.011867,0.082128,0.098494,0.002857,28388562
113501,0.135101, 0.142692, 0.002000, 0.002000,0.069173,0.063330,0.059034,0.033289,0.107697,0.091016,0.076437,0.023619,0.153940,0.115420,0.102990,0.020619,28401747
114001,0.213750, 0.102490, 0.028283, 0.011172,0.068671,0.069187,0.050575,0.018282,0.087830,0.073070,0.071836,0.008729,0.142077,0.123526,0.071321,0.032946,28518786
114501,0.077117, 0.002508, 0.001606, 0.002000,0.072451,0.077022,0.055536,0.016610,0.089482,0.093403,0.060902,0.008273,0.067646,0.032130,0.069622,0.002000,28441616
115001,0.273234, 0.256126, 0.002000, 0.002000,0.064048,0.072555,0.054098,0.017509,0.088255,0.072751,0.045563,0.009581,0.152750,0.184653,0.023282,0.002000,28486254
115501,0.117716, 0.070041, 0.057129, 0.002000,0.095210,0.060593,0.050967,0.034846,0.125536,0.064128,0.063942,0.013810,0.064623,0.088256,0.056890,0.002000,28488295
116001,0.110044, 0.104769, 0.002000, 0.003950,0.067247,0.077483,0.051717,0.023007,0.081492,0.095574,0.047973,0.010981,0.062855,0.102254,0.087147,0.004431,28440823
116501,0.013315, 0.067180, 0.047459, 0.002000,0.093496,0.058010,0.074841,0.013303,0.105518,0.063293,0.095153,0.006729,0.083002,0.023817,0.082242,0.003398,28444201
117001,0.002000, 0.030065, 0.080284, 0.002000,0.063172,0.071722,0.050871,0.018220,0.077190,0.082346,0.059150,0.011222,0.059949,0.047317,0.082386,0.002000,28520572
117501,0.002000, 0.173131, 0.026848, 0.002000,0.086838,0.078332,0.083339,0.021755,0.083238,0.091279,0.087785,0.013029,0.034680,0.059044,0.087622,0.016791,28423333
118001,0.144684, 0.026062, 0.002000, 0.002000,0.100250,0.076884,0.063415,0.035156,0.130167,0.099973,0.096496,0.017645,0.190433,0.076450,0.078016,0.002000,28577839
118501,0.002000, 0.122097, 0.223605, 0.002000,0.088952,0.050510,0.069684,0.019582,0.121419,0.052672,0.084190,0.009918,0.106535,0.083175,0.153280,0.015053,28426961
119001,0.256631, 0.118212, 0.002000, 0.002000,0.084784,0.069370,0.069009,0.015286,0.081362,0.064376,0.061064,0.007265,0.094989,0.077452,0.002000,0.002000,28432632
119501,0.002000, 0.002000, 0.047602, 0.002000,0.064668,0.063226,0.073443,0.022822,0.043963,0.062025,0.084701,0.011513,0.007036,0.055213,0.134227,0.016431,28475204
120001,0.067010, 0.118334, 0.117572, 0.002000,0.079971,0.079159,0.071107,0.025718,0.126727,0.111753,0.088760,0.012596,0.034286,0.088329,0.103224,0.002000,28539341
120501,0.067171, 0.002000, 0.060192, 0.063040,0.072839,0.078444,0.086864,0.038194,0.090485,0.083783,0.070198,0.018547,0.137398,0.072775,0.059165,0.022347,28490212
121001,0.117939, 0.120902, 0.005917, 0.071809,0.092699,0.090713,0.094148,0.023178,0.094555,0.112108,0.105179,0.013652,0.069294,0.051244,0.055870,0.025270,28500783
121501,0.123659, 0.198428, 0.070420, 0.002000,0.059419,0.094884,0.069008,0.032732,0.097195,0.134432,0.129276,0.016880,0.063631,0.151494,0.055777,0.007512,28398330
122001,0.191016, 0.040365, 0.002000, 0.062249,0.089976,0.052215,0.076611,0.016410,0.153074,0.055968,0.092037,0.008336,0.225002,0.040101,0.040748,0.028299,28475031
122501,0.251132, 0.078666, 0.254486, 0.007052,0.113577,0.063017,0.097616,0.019756,0.164545,0.076788,0.106579,0.008338,0.195483,0.089154,0.161180,0.003684,28448830
123001,0.229154, 0.012735, 0.099489, 0.002000,0.080624,0.061447,0.055687,0.030778,0.083976,0.071686,0.038080,0.016937,0.154833,0.050469,0.076602,0.002000,28463845
123501,0.089403, 0.062829, 0.059855, 0.002000,0.067169,0.058231,0.046287,0.022486,0.116320,0.068417,0.051116,0.012139,0.070012,0.037812,0.032173,0.002000,28454742
124001,0.031784, 0.118624, 0.002000, 0.003128,0.098899,0.090815,0.064356,0.028216,0.145553,0.109024,0.082258,0.013443,0.124008,0.122595,0.043460,0.028137,28440977
124501,0.287483, 0.037150, 0.087168, 0.002000,0.105013,0.063307,0.062972,0.012915,0.136132,0.085681,0.071691,0.005635,0.133671,0.034857,0.045420,0.002170,28514132
125001,0.060118, 0.028432, 0.150661, 0.002000,0.057088,0.070937,0.082466,0.030761,0.076795,0.075388,0.102670,0.019649,0.031237,0.051796,0.141093,0.009185,28400842
125501,0.088955, 0.079803, 0.002000, 0.009755,0.074571,0.067590,0.057021,0.036384,0.065520,0.079379,0.059271,0.019235,0.030985,0.055502,0.067574,0.004585,28413769
126001,0.002000, 0.004452, 0.019372, 0.002000,0.094048,0.081912,0.069895,0.015946,0.140178,0.059885,0.065064,0.009734,0.167767,0.120676,0.063223,0.006317,28472552
126501,0.047104, 0.065871, 0.069056, 0.002000,0.063219,0.066951,0.058488,0.020544,0.074216,0.066071,0.062454,0.010426,0.022386,0.035433,0.057578,0.002000,28435729
127001,0.145536, 0.064142, 0.002000, 0.002000,0.058288,0.065505,0.049760,0.024418,0.059634,0.069268,0.043970,0.015624,0.111457,0.070675,0.035300,0.002000,28337916
127501,0.163758, 0.039068, 0.092436, 0.124551,0.068163,0.064703,0.063367,0.032803,0.088672,0.064985,0.057580,0.018630,0.095289,0.031268,0.032145,0.045522,28465937
128001,0.002000, 0.083169, 0.146964, 0.002000,0.079530,0.079369,0.092442,0.022800,0.065640,0.086584,0.100879,0.013764,0.137641,0.078688,0.169338,0.006319,28491869
128501,0.002000, 0.002000, 0.116642, 0.074882,0.070247,0.063505,0.050441,0.021106,0.069920,0.059140,0.071297,0.011409,0.006116,0.078816,0.086942,0.026294,28449970
129001,0.055412, 0.002000, 0.061013, 0.002000,0.095217,0.069724,0.062705,0.025089,0.110832,0.079200,0.069390,0.010580,0.131630,0.031353,0.075388,0.004225,28417998
129501,0.002000, 0.061716, 0.002000, 0.002000,0.064522,0.066838,0.059175,0.016226,0.065303,0.072035,0.066967,0.008391,0.034372,0.070071,0.002000,0.002000,28381739
130001,0.171191, 0.234734, 0.016154, 0.019731,0.076307,0.082015,0.061608,0.015471,0.062188,0.104721,0.043194,0.009791,0.058703,0.135109,0.041357,0.007910,28448647
130501,0.049552, 0.089472, 0.102430, 0.002000,0.075212,0.056653,0.070535,0.027339,0.087263,0.058706,0.084060,0.015377,0.047685,0.074740,0.096662,0.002000,28445190
131001,0.182277, 0.128240, 0.106119, 0.002000,0.077138,0.057596,0.061461,0.033149,0.093247,0.072836,0.075273,0.016315,0.162869,0.153808,0.078285,0.002000,28522224
131501,0.178971, 0.153453, 0.089221, 0.036958,0.076724,0.065560,0.062840,0.027892,0.120255,0.092618,0.085549,0.019266,0.115167,0.091481,0.036767,0.022907,28535318
132001,0.002000, 0.002000, 0.091830, 0.002000,0.068619,0.061387,0.076438,0.024721,0.068068,0.065470,0.099100,0.010934,0.094512,0.059368,0.127327,0.003267,28499790
132501,0.146766, 0.110249, 0.074056, 0.002000,0.073113,0.065123,0.058076,0.032193,0.103336,0.092623,0.068217,0.018690,0.177201,0.078476,0.064475,0.002000,28424533
133001,0.189188, 0.038851, 0.109440, 0.002000,0.080145,0.060390,0.043415,0.030845,0.099412,0.076659,0.040760,0.015423,0.191381,0.137658,0.055489,0.038915,28419810
133501,0.002000, 0.097444, 0.035033, 0.002000,0.056600,0.073779,0.057071,0.026786,0.046789,0.081600,0.054472,0.015619,0.036938,0.108328,0.050434,0.002000,28469651
134001,0.062408, 0.035185, 0.002000, 0.016406,0.072368,0.069978,0.056618,0.031164,0.094907,0.072876,0.041749,0.017042,0.066654,0.038424,0.089658,0.006802,28533216
134501,0.173316, 0.092638, 0.002000, 0.002000,0.060333,0.064114,0.063669,0.024566,0.069701,0.081455,0.062627,0.013225,0.073756,0.069121,0.007443,0.014143,28436243
135001,0.147406, 0.066600, 0.007434, 0.003859,0.100830,0.080996,0.052708,0.016736,0.102019,0.098268,0.040608,0.008171,0.103360,0.074417,0.016376,0.003911,28456452
135501,0.049501, 0.105382, 0.139112, 0.074036,0.076074,0.076270,0.054971,0.025164,0.100824,0.073758,0.049461,0.014578,0.145837,0.049973,0.063767,0.026012,28416069
136001,0.062094, 0.002000, 0.002000, 0.002000,0.076262,0.068884,0.066777,0.020290,0.094999,0.065516,0.129847,0.011558,0.064398,0.021177,0.081174,0.018306,28392942
136501,0.002000, 0.050991, 0.002000, 0.002000,0.085765,0.075077,0.057475,0.015436,0.088270,0.078677,0.057699,0.008579,0.090203,0.120733,0.044389,0.002000,28412047
137001,0.002000, 0.162684, 0.083980, 0.090545,0.059342,0.075119,0.058595,0.039994,0.053531,0.109106,0.057445,0.018452,0.049599,0.130050,0.029327,0.056181,28441237
137501,0.058492, 0.106116, 0.192924, 0.002000,0.073281,0.079425,0.055810,0.021266,0.077473,0.065253,0.091873,0.013235,0.023201,0.041604,0.095215,0.002000,28414921
138001,0.002408, 0.108883, 0.002000, 0.002000,0.079278,0.080335,0.077337,0.023470,0.088271,0.069679,0.104063,0.018822,0.024212,0.037628,0.069460,0.014344,28425553
